CustID	DUALPLAY	FRAGILITE	TV	TOY	Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Var14	Var15	Var16	Var17	Var18	Var19	Var20	Var21	Var22	Var23	Var24	Var25	Var26	Var27	Var28	Var29	Var30	Var31	Var32	Var33	Var34	Var35	Var36	Var37	Var38	Var39	Var40	Var41	Var42	Var43	Var44	Var45	Var46	Var47	Var48	Var49	Var50	Var51	Var52	Var53	Var54	Var55	Var56	Var57	Var58	Var59	Var60	Var61	Var62	Var63	Var64	Var65	Var66	Var67	Var68	Var69	Var70	Var71	Var72	Var73	Var74	Var75	Var76	Var77	Var78	Var79	Var80	Var81	Var82	Var83	Var84	Var85	Var86	Var87	Var88	Var89	Var90	Var91	Var92	Var93	Var94	Var95	Var96	Var97	Var98	Var99	Var100	Var101	Var102	Var103	Var104	Var105	Var106	Var107	Var108	Var109	Var110	Var111	Var112	Var113	Var114	Var115	Var116	Var117	Var118	Var119	Var120	Var121	Var122	Var123	Var124	Var125	Var126	Var127	Var128	Var129	Var130	Var131	Var132	Var133	Var134	Var135	Var136	Var137	Var138	Var139	Var140	Var141	Var142	Var143	Var144	Var145	Var146	Var147	Var148	Var149	Var150	Var151	Var152	Var153	Var154	Var155	Var156	Var157	Var158	Var159	Var160	Var161	Var162	Var163	Var164	Var165	Var166	Var167	Var168	Var169	Var170	Var171	Var172	Var173	Var174	Var175	Var176	Var177	Var178	Var179	Var180	Var181	Var182	Var183	Var184	Var185	Var186	Var187	Var188	Var189	Var190	Var191	Var192	Var193	Var194	Var195	Var196	Var197	Var198	Var199	Var200	Var201	Var202	Var203	Var204	Var205	Var206	Var207	Var208	Var209	Var210	Var211	Var212	Var213	Var214	Var215	Var216	Var217	Var218	Var219	Var220	Var221	Var222	Var223	Var224	Var225	Var226	Var227	Var228	Var229	Var230
00068	0	0	0	0						1043	7						2428								164	205		0	88			166.56							0			0						0													2.135014								9								88	0		445792		0			51798.6		10		2																								48			64	-442156						540				0		1755	-26						0	446700	185244						525			0	18					0				962180							38			6930										0								0											E3dr4RQxul	RO12	SEuy	taul	1K8T	TyGl	_ybO0dd	V4E_TU9097	F5LU1Wl	smXZ	_KdE	9_Y1	z5Ry	09_Q	sYC_	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		plqfR5K		kq0aHkC	tCpO	UYBR	FzaX	L91KIiz	oslk	CE7uk3u	LM8l689qOp		kG3k	FSa2	RAYp	F2FyR07IdsN7I	am7c	
00069	0	0	0	0						882	14						2100								828	1035		0	504			166.56							0			6371340						0													1.483016								27								106	147		2764800		0			157363.8		20		0																								32			32	208085.2						1350				78		3699							0	4350525	6856						90			0	9					0				10506480							246			0										0								0											1qmr4RQxul	2Knk1KF	SEuy	taul	1K8T	NSDI	_ybO0dd	FoJylxy	xJywefy	smXZ	kJs5	9_Y1	z5Ry	VpdQ	sYC_	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		0wMArSg		kq05rcx	GTnh	UYBR	FzaX	L91KIiz	oslk	CE7uk3u	M_8D		kG3k	FSa2	RAYp	55YFVY9	am7c	
0006A	0	0	0	0						1155	14						2568								88	110		2	40			299.2							0			1365168						0													5.676351								18							6	44	84		5977656		3			133655.7		15		0									66402															32			24	45714						560				24		13122							8	4328075	256562						7445			0	27					1682982				9457120							14			0										0								0								168			qXhvyxLp3Z	RO12		taul	1K8T	0Xwj	tUuP5QB	ZIXqNozRXZ			7L2D	F3hy	FbIm	sJzTlal	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				kZJtVhC	ubhB	UYBR	FzaX	cABfGrO	oslk	wniqI2t	LM8l689qOp			xb3V	RAYp	F2FyR07IdsN7I		
0006B	0	0	0	0						1253	7						916								132	165		0	0			176.56							0			2172618						0													4.784448								9								52	0		4838408		0			112851.9		10		0																								32			56	155181.2						655				30		67338	22						0	7473200	0						1305			0	18					0				10537360							38			0										0								0											NESWq69R_D	RO12	SEuy	taul	1K8T	AHgj	vHHY4q6	Hz6CKEGgVigq3	qZUmZtf	smXZ	9tuc	9_Y1	mTeA	09_Q	43pnToF	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		TbSVgRD		TDcECyH	k1WY	UYBR	FzaX	R4hm94s	oslk	oSyMpgG	jySVZNlOJy		kG3k	FSa2	RAYp	F2FyR07IdsN7I	mj86	
0006C	0	0	0	0						1099	0						44								128	160		0	8			253.52							0			10854720						0													3.21897								9								42	0		0		0			148380.3		45		0																								32			0	162194.4						560				126		1854							0	377760	28310						0			0	9					0				10705720							2			0										0								0											0vimfo8zhV	RO12		taul	1K8T	LloI	jX5lhSa	k5KwT10ch2oJC			UPi7	9_Y1	Bw19	09_Q	zm5i	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				kZJtVhC	e_kT	UYBR		WEga9N8	oslk	NbpRb9q				wX53	RAYp	F2FyR07IdsN7I		
0006D	0	0	0	0						1309	7						544								124	155		0	16			20.08							10			8579880						0													1.659474								9							3	34	56		57304		3			96200.41		25		2									91005															24			8	-328404.8						535				108		7740	4						24	1252100	73386						170			0	9					0				8720000							8			142494										0								0											vAsvyx7ejg	RO12		taul	1K8T	7wJ6	SmUcc4J	_UtlxbJ			Bwjm	9_Y1	xSqs		43pnToF	DHn_WUyBhW_whjA88g9bvA64_	kIsH		uKAI	L84s	CrNX				y5FewfI	s55p	UYBR	FzaX	EPIzih5	d0EEeJi	DUSBCX3	LM8l689qOp			szEZ	nIGXDli	F2FyR07IdsN7I		
0006E	0	0	0	0		0	6								8			0																				0		1703614				16			0			16			0					0		0	4.112583		1361817									56					6		0									16					0			111790			0	2								72	48								-1253876	2421000	27			3				0				-18				3																													0			922158								3						0	0	5					341198	0				276.48	132			vAsTmBfHUn	RO12		taul	1K8T	ssAy	0Cp8pHi	nQURdZmEHe			yslf	9_Y1	Z5OU	VpdQ		me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L				7WwCtIM	vF2x	cJvF	FzaX	aldAAox	oslk	cWNRt2K	LM8l689qOp	4n2X		Qu4f	RAYp	F2FyR07IdsN7I		
0006F	0	0	0	1						2289	14						32								552	690		4	200			166.56							0			1107330						0													5.672933								27							3	126	7		1417408		0			22715.79		15		20									2784															64			144	133076.4						1970				126		13743							0	950525	396608						180			0	27					384909				3330736							122			399708										0								0											avkq9ayfAo	g62hiBSaKg		taul	1K8T	0Xwj	83iWKYv	r83_sZi	3VuBL38		q1Sq	HLqf	QBpP	VpdQ	hAFG	15TtzZrRt2	sBgB		uKAI	L84s	CrNX		dMYTDJY		AuSBTw7	5QEJ	cJvF	FzaX	kH5sgTz	d0EEeJi	HX39lNX	LM8l689qOp		ELof	7P5s	02N6s8f	ib5G6X1eUxUn6	mj86	
00070	0	1	0	0						1309	7						240								372	465		6	440			186.64							0			0						0													0.4308908								9							3	58	0		489456		0			4918.11		0		18									90510															40			88	-84387.2						1145				0		59589	4						0	152910	294320						980			0	18					213626				1072052							36			174534										0								0											8Fdr4RXXnK	RO12		taul	1K8T	EzKK	dpLnqNs	_UtlxbJ	p_ULzxT		VGHH	9_Y1	TFSW	VpdQ	haYg	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		PaO9OhQ		11p4mKe	wWOU	cJvF	FzaX	9F7m0jM	oslk	jrbDSFl	LM8l689qOp		ELof	Xa3G	RAYp	F2FyR07IdsN7I	am7c	
00071	0	0	0	1						1057	7						3104								112	140		6	72			146.48							0			0						0													6.908353								18							3	86	21		10552		0			5576.85		0		4									74604															48			32	-1912076						330				0		3582							0	364545	63334						185			0	9					31346				439540							26			23940										0								0								288			N_vrjIXt5a	RO12	SEuy	taul	1K8T	dTod	j9nq_S5	WeaL	a1lJkt_	smXZ	UG42	9_Y1	nr0d	VpdQ	Tkho	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		1I83LWr		kq0aHkC	fjGx	cJvF	FzaX	do06V3V	oslk	AmO2pc5	LM8l689qOp		kG3k	5Acm	RAYp	F2FyR07IdsN7I		
00072	0	0	0	1						1925	21						2956								200	250		18	40			133.76							0			0						0							13703.36						6.967742								36							9	174	70		245576		0			7803		45		24									34530															120			120	-1503100						515				0		68553							0	76855	35914						1760			0	45					201474				443476							18			187932										0								0											dRaTmBfHUn	2Knk1KF	SEuy	taul	1K8T	0Xwj	fqeOwLG	yLQX8HOoy1	7f6LLZc	smXZ	qljo	HLqf	4N0K	09_Q	6JmL	7M47J5GA0pTYIFxg5uy	sBgB		uKAI	L84s	TVE1uh4F_wOi_		jyjPOYt		CWNdri0	i3lG	cJvF	FzaX	fxJmel6	zCkv	WfsWw2A	LM8l689qOp		kG3k	Qu4f	ZI9m	iyHGyLCEkQ	am7c	
00073	0	0	0	1						350	0						0								96	120		4	56			166.56							0			0						0													4.712882								9							3	16	0		72744		0			4173.9		0		10									37716															40			72	5342.72						405				0		0	4						0	8105	16990						0			0	0					26558				123816							6			70470										0								0											8Fdr4RXXnK	RO12		taul	1K8T	0Xwj	YLToWha	Gai9lEF2Fr			fAAM	HLqf	5euo	VpdQ	IYzP	DHn_WUyBhW_whjA88g9bvA64_	sBgB		uKAI	L84s	CrNX				y5FU_7t	mWX4	cJvF	FzaX	2LwQLfu	d0EEeJi	6JshouF	LM8l689qOp			7FJQ	02N6s8f	F2FyR07IdsN7I		
00074	0	0	0	0						896	7						472								160	200		0	136			220.08							0			195114						0													3.926298								9							3	96	35		458392		0			40320.3		5		24									126249															40			32	-50337.6						665				18		4068	6						0	273180	571294						2390			0	18					0				2167816							6			587526										0								0											vAsgUHXM47	RO12		taul	1K8T	TyGl	iJzviRg	CdPgMY1Z52	nFLnrRa		2DC2	9_Y1	LqKm		wMei	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	WsRVNrF85oPU_		CI1HGBE		CWN3qSG	cS2g	cJvF	FzaX	ch2oGfM	zCkv	P6pu4Vl	LM8l689qOp		ELof	453m	ZI9m	R4y5gQQWY8OodqDV	mj86	
00075	0	0	0	0						721	7						56								116	145		2	40			265.76							0			8440560						0							61687.2						0.1647084								9								34	0		1626800		9			203344.2		10		2																								24			24	55484						495				78		169218	-20						24	1745945	792020						180			0	27					554414				10371640							10			475212										0								0											xOXrjIQq3d	RO12		taul	1K8T	TyGl	Xlthli9	MQULVR6			VNjO	9_Y1	RVjC	VpdQ	zm5i	me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L				mAjbk_S	p8c0	UYBR	FzaX	U8IKsQe	oslk	R2LdzOv	LM8l689qOp			FSa2	RAYp	F2FyR07IdsN7I		
00076	0	0	0	1						798	7						1976								104	130		10	88			166.56							0			0						0													6.591327								9							3	86	28		23320		0			3028.35		0		20									50727															80			8	8865.84						315				0		8919	6						0	18935	18610						215			0	18					35245				104868							8			61260										0								0											Foxt0Go8Lb	RO12		taul	1K8T	487l	kJ1ERUT	NBVdnPazOh4li	04tG842		0_Ay	9_Y1	YePk	sJzTlal	hAFG	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	Mtgm	leSl		4Bqs9zC		pMW9Htj	5fJO	cJvF	FzaX	MMTJrCp	QKW8DRm	Rkj9jvX	LM8l689qOp		ELof	Qu4f	vJ_w8kB	WfJ2BB2SFSqauljlfOB	am7c	
00077	0	0	1	0						791	7						172								136	170		0	8			286.96							0			10034520						0													2.463576								9							3	48	0		0		0			195844.2		45		0									208398															32			0	282680.4						550				120		270	-22						0	1044810	22622						230			0	9					0				10575320							8			0										0								0								312			GcUt0G8rTN	RO12	SEuy	taul	1K8T	wOc1	RZHR5DT	S85uPSDwkC	5RaGlrk	smXZ	CtGg	9_Y1	k13i	09_Q	IYzP	me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L		a2L3nDt		NGZXfGp	i05G	UYBR	FzaX	rLf8iqZ	oslk	bIUTy9x	LM8l689qOp		kG3k	fKCe	RAYp	F2FyR07IdsN7I	am7c	
00078	0	0	0	0						847	7						204								128	160		0	8			286.96							0			3632052						0													4.542832								9							3	152	42		4838400		0			218610		5		0									365397															24			56	345241.6						515				48		35235	-20						0	6427400	82226						2465			0	9					0				10332160							30			0										0								0								318			EsYrjIX0Db	2Knk1KF	SEuy	taul	1K8T	lK27	n0tQn2A	76j2P_OLn0	mqfO2zQ	smXZ	woN4	9_Y1	xQ2A	VpdQ	wMei	me75fM6ugJ	kIsH		uKAI	Mtgm	h0lfDKh52u4GP		Woasb3x		IoI4mKe	0Mbz	cJvF	FzaX	Qui18fN	oslk	ep2j7qz	LM8l689qOp		xG3x	5Acm	RAYp	55YFVY9	am7c	
00079	0	0	0	0						1470	14						880								128	160		0	0			256.88							0			9849600						0													2.442427								36							9	84	133		2168		0			85881.3		45		0									352368															32			8	90504						490				114		21132							0	1267555	0						680			0	9					0				10545120							6			0										0								0								294			qXhvyxLp3Z	RO12	SEuy	taul	1K8T	GYbZ	ka_ns41	LJsg	usl9kvZ	smXZ	lVrQ	9_Y1	FbIm	VpdQ	Tkho	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		xAOGtLh		kq0aHkC	fpbg	UYBR	FzaX	1YVfGrO	oslk	fXVEsaq	LM8l689qOp		kG3k	xb3V	RAYp	F2FyR07IdsN7I	mj86	
0007A	1	0	0	1						1750	7						104								292	365		6	96			125.44							0			0						0							4683.44						6.517624								9							3	36	56		77320		0			892.686		0		4									18															24			80	12658.72						1185				0		405							0	125990	8234						65			0	0					1750				157432							98			2268										0								0								438			oUPBcmzkzH	RO12		taul	1K8T	lK27	Nxdw8DQ	8xqsKsAwUv			RQqj	9_Y1	yrDU	09_Q	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAjR0Ac	V9mM	cJvF	FzaX	bDIfGrO	oslk	s4wQZmh	LM8l689qOp			Qcbd	RAYp	F2FyR07IdsN7I		
0007B	0	0	0	1						532	0						0								244	305		6	64			253.52							0			5625126						0													6.370434								9							3	18	0		1729248		0			91032		35		8									71310															48			32	165690						1115				114		0	4						0	3784320	273664						0			0	9					1499365				10708960							38			1531338										0								0											yaKt0Go8Lb	RO12		taul	1K8T	G6s_	vL0nV76	SpValTYjm4			0V3_	9_Y1	MGOA	VpdQ	zm5i	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				NGZxnJM	95kU	UYBR	FzaX	TPHfrxM	oslk	D7cED8N	LM8l689qOp			Qu4f	RAYp	F2FyR07IdsN7I		
0007C	0	0	0	1						2814	7						4172								236	295		2	96			286.96							0			5467920						0													5.578936								18							3	132	175		1604048		0			73201.5		20		8									3570															56			40	127152.4						2845				96		5148							0	2888500	951784						2835			0	45					190694				10586600							36			1718652										0								0								216			vAsTmBfHUn	2Knk1KF	SEuy	taul	1K8T	487l	gNIgCYR	zhvSTtf	INoUBnU	smXZ	9Asf	9_Y1	4N0K	VpdQ	hAFG	me75fM6ugJ	kIsH		uKAI	L84s	XfqtO3UdzaXh_		hq7NuBd		XTb4AFX	xPUp	UYBR	AU8_WTd	aD1vOIl	oslk	NnYzgmc	jySVZNlOJy		kG3k	Qu4f	RAYp	55YFVY9	am7c	
0007D	0	0	0	0						210	7						4								4	5		0	0			166.56							0			0						0													2.733604								9								64	0		0		0			14202.06		0		0																								0			0	-2526.716						85				0		45279	4						0	10500	0						20			0	0					0				8400							2			0										0								0								360			a4vPe2fHUn	RO12	SEuy	taul	1K8T	lK27	rXH4Eny	ElQylxy	tOic_sM	smXZ	T5aZ	9_Y1	mTeA	09_Q	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		oHxb0QY		mAjbk_S	YS4i	UYBR	FzaX	MgW0FxM	oslk	yktAIRG	LM8l689qOp		kG3k	FSa2	RAYp	F2FyR07IdsN7I	am7c	
0007E	0	1	0	0						763	7						0								136	170		0	24			220.08							15			1612092						0													1.823542								9								60	0		4723264		0			197769.3		15		0																								32			56	-44806.4						545				24		2907							24	6732350	223728						20			0	0					0				10164360							34			0										0								0											zKnr4RXktW	RO12	SEuy	taul	1K8T	487l	af1vEdV	1lFJzqR	YLfkbwL	smXZ	MoCD	9_Y1	Cgc3	VpdQ	sYC_	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		qwTUbhY		kZJXxsX			FzaX	b0vOZ4E	oslk	1gu2qo0	M_8D		kG3k	Xa3G	RAYp	F2FyR07IdsN7I	mj86	
0007F	0	0	0	1						3948	7						160								464	580		20	224			133.12							0			10740						0													6.776544								9								128	217		923952		0			8298.811		5		34																								208			288	126146.4						1625				30		3708	34						0	225260	144820						210			0	9					252651				1229620							58			434340										0								0											75lTmBtFkL	2Knk1KF		taul	1K8T	AnrR	fhk21Ss	UOBQCC5qQlVB7	119cqBA		f4DE	9_Y1	c2JP	VpdQ	wMei	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	E1aAZ0x7vd		Hvocgsb		CWNBi3w	d76e	cJvF	FzaX	4UxGlow	QKW8DRm	catzS2D	LM8l689qOp		ELof	rgKb	ZI9m	ib5G6X1eUxUn6		
00080	1	0	0	0						1785	7						3748								308	385		14	152			133.12							0			960						0													5.246742								36								226	161		870008		0			20612.52		0		36																								112			136	10789.56						1275				6		101889	-30						0	423500	457380						400			0	27					366758				2008864							44			479490										0								0											_v2vyx7IEC	2Knk1KF	SEuy	taul	1K8T	7wJ6	fhk21Ss	P9HTde2	K8yGxY6	smXZ	9s6t	9_Y1	YGOC	VpdQ	y6dw	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	_5OXC8MSLt		tkCV6P8		y5FwXXp	5mfi	UYBR	FzaX	4UxGlow	oslk	catzS2D	LM8l689qOp		kG3k	szEZ	ZI9m	VjDE	am7c	
00081	0	0	0	0						3423	7						64								248	310		2	232			200							0			181758						0													2.292245								9								124	0		326992		0			7777.32		50		12																								72			32	-24990.56						1145				36		747							0	67410	230080						20			0	9					101430				1010616							14			63012										0								0											mzKvyx8zhV	2Knk1KF	SEuy	taul	1K8T	TIPl	PHNvXy8	BBhiudN5VwCx3	z01bQcL	smXZ	D6lg	9_Y1	MBhA	VpdQ	69fI	NKv3VA1BpP	kIsH		uKAI	L84s	Ie_5MZs		2N3VXAP		beKrZ3Z	5smi	UYBR	FzaX	UF16siJ	zCkv	APgdzOv	LM8l689qOp		kG3k	WqMG	6fzt	Zy3gnGM	am7c	
00082	1	0	0	0		0	171								16			0																				0		63644				16			15		23040	16			0					8		0	0.7400128		463588.2									147					6		15									332					0			31934			603606	2								126	84								723464	2281020	45			3				0				-30				3																													18			777600								9						4	4699037	20					67544	32				305.7	438			Qu0qrQKzJV	RO12		taul	1K8T	kNzO	4e311pK	_H1t9Tlb7R			QvGF	9_Y1	15m3	09_Q		me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L				kZJyVg2	crnc	cJvF		kC8vOIl	oslk	OjiRt72		4n2X		FSa2	RAYp	F2FyR07IdsN7I		
00083	0	0	0	0						791	7						388								192	240		4	96			265.04							0			3310170						0													5.071993								9								88	441		1603912		0			123060.9		25		10																								40			40	254301.6						605				48		11061	-22						0	1715375	1792134						270			0	27					1108870				10113560							26			1723536										0								0											a4v9tYsGvO	RO12	SEuy	taul	1K8T	Y2P0	7kAl2XU	glRBFJT8NN	UTm7kJy	smXZ	uGJd	9_Y1	YULl	VpdQ	sYC_	me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L		fdtG6LM		beK4AFX	Ri0b	UYBR	FzaX	7CPRCiV	oslk	CTlKvPi	jySVZNlOJy		kG3k	FSa2	RAYp	F2FyR07IdsN7I	am7c	
00084	0	0	0	0				0													0	0	0																		0																				0.167272																8									3						0											0							0							-2275892				0							0		-16	0	0							208.74			0							0					0		12			0						9			0							0			0					0			0									r__I	DHevyx7IEC	RO12		taul	1K8T	hM6W	86dToXU	0ZlStaN			WfCO	9_Y1	RcM7	VpdQ		me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L				7WwCtIM	cQt1	cJvF	FzaX	QMaRwBA	oslk	0D0gQ7h	LM8l689qOp			szEZ	RAYp	F2FyR07IdsN7I		
00085	0	0	0	0						819	14						5688								180	225		8	24			407.36							0			8146320						0													3.071779								18							6	58	14		1458160		3			200558.7		30		14									68160															72			48	531496						620				102		97866							8	2214495	483786						4175			0	9					129640				10633880							12			40644										0								0								180			hSovyx7IEC	RO12		taul	1K8T	7M9D	9GJGgoz	d4Gf64d6X6			S67e	9_Y1	f4dr	sJzTlal	sYC_	Kxdu	kIsH		uKAI	L84s	FMSzZ91zL2				TDcEYQ6	V7pO	cJvF	FzaX	Tvpip6Z	zCkv	hHJsvbM	jySVZNlOJy			szEZ	6fzt	SbOd7O8ky1wGNxp0Arj0Xs	am7c	
00086	0	0	0	0					107225					243936						201.88							5			0	0						61263																								1.330058			36	112						0		1.264617e+007	2200155	240		10							54609											160		2				0						63				18				210769.8		-735160							66						4													256448							0	2	320			24						76									7						7																				8I1r4RXXnK	RO12		taul	1K8T	JLbT	92zmJ1u	J3fgbi2			uiB6	9_Y1	TFSW	VpdQ		DHn_WUyBhW_whjA88g9bvA64_	kIsH		uKAI	L84s	CrNX	KdSa			y5FewfI	LeAE	cJvF	FzaX	x6SiFZ_	d0EEeJi	I6H64xm	LM8l689qOp			Xa3G	02N6s8f	F2FyR07IdsN7I		
00087	1	0	0	0						868	7						0								128	160		0	40			186.64							0			3191958						0													1.470626								9								34	0		3456000		0			153960.9		10		4																								32			40	926436						550				42		3528	-30						0	4488465	753018						80			0	27					0				10335200							22			1036800										0								0											N_vrjIXt5a	RO12		taul	1K8T	ZHNR	n0tQn2A	GHfL3MpXAX			77t0	9_Y1	xQ2A	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAjAVZm	6KXv	cJvF	FzaX	Qui18fN	oslk	ep2j7qz	jySVZNlOJy			5Acm	RAYp	F2FyR07IdsN7I		
00088	0	0	0	1						994	7						2096								180	225		0	160			253.52							0			1363104						0													1.203803								9							3	90	434		3159584		0			187515.9		10		8									1344															40			40	68819.6						610				24		109980	34						0	3415670	1651746						15220			0	27					0				10211440							20			2073600										0								0								336			4e7gUH7IEC	RO12		taul	1K8T	vSNn	iJzviRg	V_K7mWX	8VGmEjx		qC5s	9_Y1	1Bp0	VpdQ	giwq	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	4kVnq_T26xq1p		0wjQGUU		uZLuDix	ZMnj	cJvF	FzaX	ch2oGfM	zCkv	P6pu4Vl	jySVZNlOJy		ELof	WqMG	ZI9m	R4y5gQQWY8OodqDV	mj86	
00089	0	0	0	0						896	7						1456								124	155		0	0			220.08							0			10368000						0													0.4535356								9								48	14		0		0			192642.6		45		0																								32			0	321746.4						515				120		14355							0	556125	0						930			0	0					0				10467320							4			0										0								0											DHeq9ayfAo	RO12	SEuy	taul	1K8T	0Xwj	JZmRiq8	Hz673939hSRjL	mr5_dBV	smXZ	Yj5Y	F3hy	kJJ7	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L		qwX8Pcy		kZJtVhC	He4R	UYBR	FzaX	tS19OJS	oslk	unpQ3DB	M_8D		kG3k	7P5s	RAYp	F2FyR07IdsN7I	mj86	
0008A	0	0	0	1						868	7						388								52	65		0	16			166.56							0			48420						0													6.419141								9							3	100	98		43032		0			5448.96		0		0									93816															0			24	-15751						395				12		38727							0	190940	15954						3200			0	18					0				238456							12			0										0								0											NESWq69R_D	RO12	SEuy	taul	1K8T	4fje	iJzviRg	qj0X1JD6U2VDfcVe	GQFmkSe	smXZ	JqwB	9_Y1	mTeA	09_Q	wMei	7M47J5GA0pTYIFxg5uy	kIsH		uKAI	L84s	4kVnq_T26xq1p		zRuHE8A		kq0pfxt	VqrQ	UYBR	FzaX	ch2oGfM	zCkv	P6pu4Vl	LM8l689qOp		kG3k	FSa2	ZI9m	R4y5gQQWY8OodqDV	am7c	
0008B	0	0	0	0						1610	21						884								896	1120		0	16			186.64							0			6042180						0													5.892758								36							9	44	28		1483736		6			81451.5		15		2									73029															0			8	323614.4						1330				84		14886							16	4103620	162050						2550			0	9					0				9897280							406			129636										0								0								330			8I1q9ayE15	RO12		taul	1K8T	hAOr	6CXYbuk	S85YZxYiez			LiPZ	9_Y1	F_Lu	09_Q	IYzP	Kxdu	kIsH		uKAI	L84s	9pUnzWLbztKTo				TDc92TK	EJJM	cJvF	FzaX	ROeipLp	zCkv	K2SqEo9	LM8l689qOp			TNEC	6fzt	am14IcfM7tWLrUmRT52KtA		
0008C	0	0	0	0						546	0						0								0	0			0			200							0			0						0													1.061739								9								32	0		0		0			3813		0		0																											0	-242163.2						0				0		495	6						0	0	0						0			0	0									0							0			0										0								0								342			2AAWq69R_D	RO12		taul	1K8T	ssAy	6CXYbuk	k10MzgT			RGeB	9_Y1	Px52	VpdQ	IYzP	Kxdu	kIsH		uKAI	L84s	9pUnzWLbztKTo				mAjygUE	3yKX	cJvF	FzaX	ROeipLp	zCkv	K2SqEo9	LM8l689qOp			PM2D	6fzt	am14IcfM7tWLrUmRT52KtA		
0008D	0	0	0	0						210	0						0								224	280		16	72			257.04							20			5467038						0													4.754112								18							6	28	0		233160		0			162357.6		30		4									3306															88			96	-14256.72						455				72		0	-26						32	2917415	298534						0			0	0					6013				9207560							30			950412										0								0											dRaTmBfHUn	RO12		taul	1K8T	0Xwj	Wtcc5gJ	NFlfMbKIm3			Xzu7	HLqf	4N0K	09_Q	IYzP	me75fM6ugJ	sBgB		uKAI	L84s	NhsEn4L				mAja5EA	SGLE	cJvF	FzaX	_McRoKG	oslk	pWu6FsY	LM8l689qOp			Qu4f	RAYp	F2FyR07IdsN7I		
0008E	0	0	0	1						4704	14						212								160	200		2	0			257.76							5			10151220						0													4.407819								18							3	88	84		303384		0			34491.9		45		6									77574															64			56	350274						550				120		121662	-24						8	32290	0						1610			0	9					47579				10093440							2			59712										0								0								324			8Fdr4RXXnK	RO12		taul	1K8T	487l	af1vEdV	ffogcJ3TqhNhV	78AGU29		8lFO	9_Y1	Cgc3	09_Q	Tkho	me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L		L8JLDAc		kq0aHkC	1brZ	cJvF	FzaX	b0vOZ4E	oslk	1gu2qo0	LM8l689qOp		ELof	Xa3G	RAYp	F2FyR07IdsN7I	am7c	
0008F	0	0	0	0						273	0						0								148	185		0	120			229.92							0			0						0													2.195685								9							3	28	0		8128		0			4539.45		5		4									2907															16			16	-31844.72						385				0		0	-26						0	94335	16876						0			0	0					0				465560							34			10014										0								0											zKnr4RXktW	RO12		taul	1K8T	OTVu	XX34iqB	Hz673939hbJdw			YUbd	9_Y1	Albh	VpdQ	IYzP	me75fM6ugJ	kIsH		uKAI	L84s	NhsEn4L				mAjbk_S	lCUE	cJvF	FzaX	nf9OhQy	oslk	P6mQZmh	LM8l689qOp			Xa3G	RAYp	F2FyR07IdsN7I		
00090	0	0	0	0						924	7						80								108	135		4	16			265.6							0			1489722						0							106626.4						0.54326								9								42	0		6675248		6			181287.9		0		0																								32			56	-9072.44						435				24		1251	-22						24	5502300	528762						935			0	9					1209600				9790120							28			0										0								7								318			JMGq9aXt5a	RO12		taul	1K8T	TLkP	0nY9OFL	rvXE5Xj			BVHy	9_Y1	Y9Bl	VpdQ	zm5i	me75fM6ugJ	kIsH		uKAI	Mtgm	NhsEn4L				mAjbk_S	tj_k	cJvF		25cNqhB	oslk	mErwEWL				uWr3	RAYp	F2FyR07IdsN7I		
